i	locus_tag	old_locus_tag	protein_id	gene	strand	start	end	product
2197	EO946_RS11420	EO946_11420	WP_003225523.1	NA	-1	2249639	2250410	protein-glutamate O-methyltransferase CheR
2198	EO946_RS11425	EO946_11425	WP_010886554.1	NA	-1	2250649	2251099	nucleoside-diphosphate kinase
2199	EO946_RS11430	EO946_11430	WP_079996396.1	hepT	-1	2251214	2252261	heptaprenyl diphosphate synthase component II
2200	EO946_RS11435	EO946_11435	WP_003225520.1	menG	-1	2252202	2252904	demethylmenaquinone methyltransferase
2201	EO946_RS11440	EO946_11440	WP_003225519.1	NA	-1	2252910	2253666	heptaprenyl diphosphate synthase component 1
2202	EO946_RS11445	EO946_11445	WP_003225517.1	mtrB	-1	2253829	2254057	trp RNA-binding attenuation protein MtrB
2203	EO946_RS11450	EO946_11450	WP_003225516.1	folE	-1	2254078	2254651	GTP cyclohydrolase I FolE
2204	EO946_RS11455	EO946_11455	WP_003153447.1	NA	-1	2254838	2255117	non-specific DNA-binding protein Hbs
2205	EO946_RS11460	EO946_11460	WP_003225510.1	spoIVA	-1	2255491	2256970	stage IV sporulation protein A
2206	EO946_RS11465	EO946_11465	WP_003225509.1	NA	-1	2257158	2257887	hypothetical protein
2207	EO946_RS11470	EO946_11470	WP_003225508.1	NA	-1	2257908	2258112	DUF2768 domain-containing protein
2208	EO946_RS11475	EO946_11475	WP_003225507.1	gpsA	-1	2258450	2259488	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
2209	EO946_RS11480	EO946_11480	WP_003225506.1	engA	-1	2259505	2260816	ribosome-associated GTPase EngA
2210	EO946_RS11485	EO946_11485	WP_003225505.1	NA	-1	2260970	2261165	hypothetical protein
2211	EO946_RS11490	EO946_11490	WP_003225503.1	NA	-1	2261161	2262055	membrane protein
2212	EO946_RS11495	EO946_11495	WP_003225501.1	NA	-1	2262051	2262651	hypothetical protein
2213	EO946_RS11500	EO946_11500	WP_003225499.1	NA	1	2262728	2262860	YpzI family protein
2214	EO946_RS11505	EO946_11505	WP_003225497.1	NA	-1	2262902	2263952	type 2 isopentenyl-diphosphate Delta-isomerase
2215	EO946_RS11510	EO946_11510	WP_003225495.1	rpsA	-1	2263964	2265113	30S ribosomal protein S1
2216	EO946_RS11515	EO946_11515	WP_003225493.1	NA	-1	2265347	2266022	(d)CMP kinase
2217	EO946_RS11520	EO946_11520	WP_003225491.1	NA	-1	2266100	2266277	YpfB family protein
2218	EO946_RS11525	EO946_11525	WP_003225488.1	NA	-1	2266322	2266976	flagellar brake protein
2219	EO946_RS11530	EO946_11530	WP_003225487.1	ypeB	-1	2267069	2268422	germination protein YpeB
2220	EO946_RS11535	EO946_11535	WP_003225485.1	sleB	-1	2268457	2269369	spore cortex-lytic enzyme
2221	EO946_RS11540	EO946_11540	WP_003225483.1	prsW	-1	2269521	2270178	intramembrane metalloprotease PrsW
2222	EO946_RS11545	EO946_11545	WP_003225481.1	ypdA	-1	2270295	2271270	YpdA family putative bacillithiol disulfide reductase
2223	EO946_RS11550	EO946_11550	WP_003225477.1	gudB	-1	2271379	2272654	NAD-specific glutamate dehydrogenase
2224	EO946_RS11555	EO946_11555	WP_003225475.1	NA	-1	2272810	2273395	genetic competence negative regulator
2225	EO946_RS11560	EO946_11560	WP_003225472.1	NA	-1	2273554	2274334	metallophosphoesterase
2226	EO946_RS11565	EO946_11565	WP_003225471.1	NA	-1	2274417	2274861	YpbF family protein
2227	EO946_RS11570	EO946_11570	WP_003225469.1	NA	-1	2274923	2275676	LysM peptidoglycan-binding domain-containing protein
2228	EO946_RS11575	EO946_11575	WP_003225467.1	NA	-1	2275626	2276196	CPBP family intramembrane metalloprotease
2229	EO946_RS11580	EO946_11580	WP_003225465.1	NA	-1	2276255	2277746	ATP-dependent DNA helicase RecQ
2230	EO946_RS11585	EO946_11585	WP_003225463.1	NA	-1	2277738	2278797	hypothetical protein
2231	EO946_RS11590	EO946_11590	WP_003225461.1	NA	1	2279063	2279312	ferredoxin
2232	EO946_RS11595	EO946_11595	WP_003225460.1	NA	-1	2279350	2279920	riboflavin transporter FmnP
2233	EO946_RS11600	EO946_11600	WP_013308010.1	NA	1	2280413	2281991	phosphoglycerate dehydrogenase
2234	EO946_RS11605	EO946_11605	WP_003223875.1	NA	-1	2282034	2282802	type I 3-dehydroquinate dehydratase
2235	EO946_RS11610	EO946_11610	WP_003223877.1	NA	-1	2282914	2284018	hypothetical protein
2236	EO946_RS11615	EO946_11615	WP_003223881.1	sigX	-1	2283953	2284538	RNA polymerase sigma factor SigX
2237	EO946_RS11620	EO946_11620	WP_003223883.1	resE	-1	2284741	2286511	sensor histidine kinase ResE
2238	EO946_RS11625	EO946_11625	WP_003223886.1	resD	-1	2286507	2287230	DNA-binding response regulator ResD
2239	EO946_RS11630	EO946_11630	WP_003223889.1	resC	-1	2287311	2288487	cytochrome c biogenesis protein ResC
2240	EO946_RS11635	EO946_11635	WP_003223890.1	resB	-1	2288506	2290135	cytochrome c biogenesis protein ResB
2241	EO946_RS11640	EO946_11640	WP_003223892.1	resA	-1	2290131	2290671	thiol-disulfide oxidoreductase ResA
2242	EO946_RS11645	EO946_11645	WP_003223894.1	rluB	-1	2290765	2291500	23S rRNA pseudouridine(2605) synthase RluB
2243	EO946_RS11650	EO946_11650	WP_003223896.1	spmB	-1	2291591	2292128	spore maturation protein SpmB
2244	EO946_RS11655	EO946_11655	WP_003223898.1	spmA	-1	2292132	2292723	spore maturation protein SbmA
2245	EO946_RS11660	EO946_11660	WP_003223900.1	NA	-1	2292710	2293859	D-alanyl-D-alanine carboxypeptidase
2246	EO946_RS11665	EO946_11665	WP_003223903.1	NA	-1	2293983	2294523	YpuI family protein
2247	EO946_RS11670	EO946_11670	WP_003223904.1	scpB	-1	2294577	2295171	SMC-Scp complex subunit ScpB
2248	EO946_RS11675	EO946_11675	WP_032727417.1	scpA	-1	2295160	2295916	segregation/condensation protein A
2249	EO946_RS11680	EO946_11680	WP_003223908.1	NA	1	2296192	2296717	DUF309 domain-containing protein
2250	EO946_RS11685	EO946_11685	WP_003223910.1	ribT	-1	2296730	2297105	GNAT family N-acetyltransferase RibT
2251	EO946_RS11690	EO946_11690	WP_003223915.1	ribH	-1	2297217	2297682	6,7-dimethyl-8-ribityllumazine synthase
2252	EO946_RS11695	EO946_11695	WP_003223917.1	NA	-1	2297714	2298911	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II
2253	EO946_RS11700	EO946_11700	WP_003223919.1	ribE	-1	2298925	2299573	riboflavin synthase subunit alpha
2254	EO946_RS11705	EO946_11705	WP_003223921.1	ribD	-1	2299583	2300669	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
2255	EO946_RS11710	EO946_11710	WP_003223922.1	NA	-1	2301064	2301409	hypothetical protein
2256	EO946_RS11715	EO946_11715	WP_003223924.1	lepB	-1	2301645	2302200	signal peptidase I
2257	EO946_RS11720	EO946_11720	NA	NA	1	2302575	2302768	hypothetical protein
2258	EO946_RS11725	EO946_11725	WP_003223929.1	NA	-1	2302710	2302917	hypothetical protein
2259	EO946_RS11730	EO946_11730	NA	NA	1	<2303138	>2303277	spore germination protein
2260	EO946_RS11735	EO946_11735	WP_003223931.1	NA	-1	2303450	2303882	peptidylprolyl isomerase
2261	EO946_RS11740	EO946_11740	NA	NA	1	2303927	2304142	hypothetical protein
2262	EO946_RS11745	EO946_11745	WP_003223933.1	NA	1	2304138	2305011	DUF1002 domain-containing protein
2263	EO946_RS11750	EO946_11750	WP_003223935.1	lysA	-1	2305040	2306360	diaminopimelate decarboxylase
2264	EO946_RS11755	EO946_11755	WP_003223937.1	NA	-1	2306466	2307948	spore germination protein SpoVAF
2265	EO946_RS11760	EO946_11760	WP_003223939.1	NA	-1	2307892	2308510	stage V sporulation protein SpoVABEA
2266	EO946_RS11765	EO946_11765	WP_003223941.1	spoVAE	-1	2308517	2308868	stage V sporulation protein AE
2267	EO946_RS11770	EO946_11770	WP_003223944.1	spoVAD	-1	2308869	2309886	stage V sporulation protein AD
2268	EO946_RS11775	EO946_11775	WP_003223947.1	spoVAC	-1	2309898	2310351	stage V sporulation protein AC
2269	EO946_RS11780	EO946_11780	WP_003223948.1	NA	-1	2310363	2310789	stage V sporulation protein SpoVAB
2270	EO946_RS11785	EO946_11785	WP_003223950.1	NA	-1	2310778	2311399	stage V sporulation protein SpoVAA
2271	EO946_RS11790	EO946_11790	WP_003223952.1	sigF	-1	2311525	2312293	RNA polymerase sporulation sigma factor SigF
2272	EO946_RS11795	EO946_11795	WP_003223955.1	spoIIAB	-1	2312304	2312745	anti-sigma F factor
2273	EO946_RS11800	EO946_11800	WP_003223957.1	spoIIAA	-1	2312741	2313095	anti-sigma F factor antagonist
2274	EO946_RS11805	EO946_11805	WP_003223959.1	NA	-1	2313190	2314360	D-alanyl-D-alanine carboxypeptidase
2275	EO946_RS11810	EO946_11810	WP_003223963.1	NA	-1	2314519	2315335	purine nucleoside phosphorylase I, inosine and guanosine-specific
2276	EO946_RS11815	EO946_11815	WP_003223966.1	deoB	-1	2315347	2316532	phosphopentomutase
2277	EO946_RS11820	EO946_11820	WP_003223968.1	xerD	-1	2316694	2317585	site-specific tyrosine recombinase XerD
2278	EO946_RS11825	EO946_11825	WP_003223970.1	NA	-1	2317592	2317820	YqzK family protein
2279	EO946_RS11830	EO946_11830	WP_003223972.1	NA	-1	2317944	2318394	transcriptional repressor
2280	EO946_RS11835	EO946_11835	WP_003223975.1	spoIIM	-1	2318506	2319151	stage II sporulation protein M
2281	EO946_RS11840	EO946_11840	WP_003223977.1	NA	-1	2319252	2319468	hypothetical protein
2282	EO946_RS11845	EO946_11845	WP_003223979.1	NA	-1	2319569	2320889	NAD-dependent malic enzyme
2283	EO946_RS11850	EO946_11850	WP_003223980.1	nhaC	-1	2320906	2322313	malate-H+/Na+-lactate antiporter MleN
2284	EO946_RS11855	EO946_11855	WP_003223981.1	aspA	-1	2322455	2323883	aspartate ammonia-lyase
2285	EO946_RS11860	EO946_11860	WP_003223983.1	ansA	-1	2323928	2324918	asparaginase
2286	EO946_RS11865	EO946_11865	WP_003223985.1	NA	1	2325099	2325450	HTH-type transcriptional regulator AnsR
2287	EO946_RS11870	EO946_11870	NA	NA	-1	2325458	>2325608	TIGR00375 family protein
2288	EO946_RS11875	EO946_11875	WP_113737815.1	NA	1	2325704	2326855	IS3-like element ISBsu1 family transposase
2289	EO946_RS11880	EO946_11880	NA	NA	-1	<2326871	2327912	TIGR00375 family protein
2290	EO946_RS11885	EO946_11885	WP_003226573.1	NA	-1	2327908	2328466	NUDIX hydrolase
2291	EO946_RS11890	EO946_11890	WP_003226571.1	mciZ	1	2328539	2328662	Z-ring formation inhibitor MciZ
2292	EO946_RS11895	EO946_11895	WP_003226569.1	NA	1	2328725	2329646	aldo/keto reductase
2293	EO946_RS11900	EO946_11900	WP_003226567.1	NA	-1	2329677	2329902	YqkE family protein
2294	EO946_RS11905	EO946_11905	WP_013308015.1	NA	1	2330065	2330983	alpha/beta hydrolase
2295	EO946_RS11910	EO946_11910	WP_003226561.1	ftsW	-1	2331021	2332167	putative lipid II flippase FtsW
2296	EO946_RS11915	EO946_11915	WP_003226558.1	rodA	-1	2332163	2333321	rod shape-determining protein RodA
2297	EO946_RS11920	EO946_11920	WP_003226556.1	NA	-1	2333336	2333981	helix-turn-helix domain-containing protein
2298	EO946_RS11925	EO946_11925	WP_003226554.1	NA	-1	2334448	2334688	YqkC family protein
2299	EO946_RS11930	EO946_11930	WP_003226552.1	NA	-1	2334701	2335025	hypothetical protein
2300	EO946_RS11935	EO946_11935	WP_013308016.1	NA	-1	2335021	2336053	GNAT family N-acetyltransferase
2301	EO946_RS11940	EO946_11940	WP_032727315.1	NA	-1	2336049	2336391	antibiotic biosynthesis monooxygenase
2302	EO946_RS11945	EO946_11945	WP_003226546.1	NA	-1	2336400	2336871	GNAT family N-acetyltransferase
2303	EO946_RS11950	EO946_11950	WP_003226544.1	NA	-1	2337060	2337399	YolD-like family protein
2304	EO946_RS11955	EO946_11955	WP_079996399.1	NA	-1	2337395	2338634	DNA polymerase IV
2305	EO946_RS11960	EO946_11960	WP_003226541.1	NA	1	2338800	2339007	hypothetical protein
2306	EO946_RS11965	EO946_11965	WP_003226539.1	NA	-1	2339032	2339314	hypothetical protein
2307	EO946_RS11970	EO946_11970	WP_003226535.1	NA	1	2339523	2340756	MFS transporter
2308	EO946_RS11975	EO946_11975	WP_003226531.1	NA	-1	2340961	2341348	hypothetical protein
2309	EO946_RS11980	EO946_11980	WP_003226529.1	coaA	-1	2341352	2342312	type I pantothenate kinase
2310	EO946_RS11985	EO946_11985	WP_003226527.1	dsdA	-1	2342383	2343730	D-serine ammonia-lyase
2311	EO946_RS11990	EO946_11990	WP_003226525.1	NA	-1	2343807	2344587	SDR family oxidoreductase
2312	EO946_RS11995	EO946_11995	WP_003226523.1	NA	-1	2344592	2345552	MBL fold metallo-hydrolase
2313	EO946_RS12000	EO946_12000	WP_003226521.1	proC	1	2345954	2346791	pyrroline-5-carboxylate reductase
2314	EO946_RS12005	EO946_12005	WP_003226519.1	NA	-1	2346840	2348475	M20/M25/M40 family metallo-hydrolase
2315	EO946_RS12010	EO946_12010	WP_003226517.1	namA	1	2348648	2349665	NADPH dehydrogenase NamA
2316	EO946_RS12015	EO946_12015	WP_003226515.1	NA	1	2349774	2350536	alpha/beta hydrolase
2317	EO946_RS12020	EO946_12020	NA	NA	-1	2350598	2351780	IS3 family transposase
2318	EO946_RS12025	EO946_12025	WP_003226511.1	rpmG	-1	2351881	2352031	50S ribosomal protein L33
2319	EO946_RS12030	EO946_12030	WP_003226509.1	NA	-1	2352110	2353034	ribonuclease Z
2320	EO946_RS12035	EO946_12035	WP_003226507.1	NA	1	2353259	2354729	glucose-6-phosphate dehydrogenase
2321	EO946_RS12040	EO946_12040	WP_003226506.1	gndA	-1	2354860	2356270	NADP-dependent phosphogluconate dehydrogenase
2322	EO946_RS12045	EO946_12045	WP_003226504.1	NA	-1	2356380	2357625	DNA polymerase IV
2323	EO946_RS12050	EO946_12050	WP_079996619.1	mifM	1	2357697	2357985	membrane protein insertion/folding monitor MifM
2324	EO946_RS12055	EO946_12055	WP_003226499.1	yidC	1	2358015	2358843	membrane protein insertase YidC
2325	EO946_RS12060	EO946_12060	WP_003226497.1	NA	1	2359007	2359736	hypothetical protein
2326	EO946_RS12065	EO946_12065	WP_003226495.1	NA	-1	2359784	2360900	M20/M25/M40 family metallo-hydrolase
2327	EO946_RS12070	EO946_12070	WP_079996622.1	NA	-1	2360917	2362441	acyl-CoA carboxylase subunit beta
2328	EO946_RS12075	EO946_12075	WP_003226491.1	mce	-1	2362433	2362856	methylmalonyl-CoA epimerase
2329	EO946_RS12080	EO946_12080	WP_003226487.1	NA	-1	2363058	2363589	L,D-transpeptidase
2330	EO946_RS12085	EO946_12085	WP_003226485.1	NA	-1	2363640	2364609	aromatic acid exporter family protein
2331	EO946_RS12090	EO946_12090	WP_003226483.1	NA	-1	2364681	2365404	arginine ABC transporter ATP-binding protein ArtR
2332	EO946_RS12095	EO946_12095	WP_003226481.1	NA	-1	2365396	2366056	arginine ABC transporter permease ArtQ
2333	EO946_RS12100	EO946_12100	WP_003226480.1	artP	-1	2366134	2366902	arginine ABC transporter substrate-binding protein ArtP
2334	EO946_RS12105	EO946_12105	WP_003226477.1	NA	-1	2367169	2367607	bacilliredoxin BrxB
2335	EO946_RS12110	EO946_12110	WP_003226475.1	NA	1	2367765	2368650	YegS/Rv2252/BmrU family lipid kinase
2336	EO946_RS12115	EO946_12115	WP_003226474.1	bmr	1	2368731	2369901	multidrug efflux MFS transporter Bmr
2337	EO946_RS12120	EO946_12120	WP_003226472.1	bmrR	1	2369973	2370810	multidrug efflux transcriptional regulator BmrR
2338	EO946_RS12125	EO946_12125	WP_003226471.1	NA	-1	2370870	2372148	2-oxo acid dehydrogenase subunit E2
2339	EO946_RS12130	EO946_12130	WP_003226469.1	NA	-1	2372169	2373153	alpha-ketoacid dehydrogenase subunit beta
2340	EO946_RS12135	EO946_12135	WP_003226467.1	bfmBAA	-1	2373166	2374159	3-methyl-2-oxobutanoate dehydrogenase subunit alpha
2341	EO946_RS12140	EO946_12140	WP_003226465.1	lpdA	-1	2374180	2375605	dihydrolipoyl dehydrogenase
2342	EO946_RS12145	EO946_12145	WP_013308018.1	NA	-1	2375626	2376718	butyrate kinase
2343	EO946_RS12150	EO946_12150	WP_003226460.1	NA	-1	2376736	2377831	Glu/Leu/Phe/Val dehydrogenase
2344	EO946_RS12155	EO946_12155	WP_003226458.1	yqiS	-1	2377842	2378742	phosphate butyryltransferase
2345	EO946_RS12160	EO946_12160	WP_003226456.1	NA	-1	2378867	2380943	sigma-54-dependent Fis family transcriptional regulator
2346	EO946_RS12165	EO946_12165	WP_003226453.1	NA	1	2381095	2381332	DUF2627 domain-containing protein
2347	EO946_RS12170	EO946_12170	WP_003226451.1	prpB	-1	2381374	2382280	methylisocitrate lyase
2348	EO946_RS12175	EO946_12175	WP_003226449.1	NA	-1	2382299	2383718	bifunctional 2-methylcitrate dehydratase/aconitate hydratase
2349	EO946_RS12180	EO946_12180	WP_003226447.1	mmgD	-1	2383739	2384858	citrate synthase
2350	EO946_RS12185	EO946_12185	WP_003226445.1	NA	-1	2384890	2386030	acyl-CoA dehydrogenase
2351	EO946_RS12190	EO946_12190	WP_003226443.1	NA	-1	2386056	2386920	3-hydroxybutyryl-CoA dehydrogenase
2352	EO946_RS12195	EO946_12195	WP_003226442.1	NA	-1	2386943	2388125	acetyl-CoA C-acetyltransferase
2353	EO946_RS12200	EO946_12200	WP_003226439.1	NA	-1	2388252	2388984	glycerophosphodiester phosphodiesterase
2354	EO946_RS12205	EO946_12205	WP_079996401.1	NA	-1	2389063	2389684	N-acetylmuramoyl-L-alanine amidase
2355	EO946_RS12210	EO946_12210	WP_032727414.1	NA	-1	2389703	2390000	hypothetical protein
2356	EO946_RS12215	EO946_12215	WP_003226433.1	NA	1	2390326	2390461	hypothetical protein
2357	EO946_RS12220	EO946_12220	WP_003226431.1	NA	1	2390533	2391652	NADH-dependent flavin oxidoreductase
2358	EO946_RS12225	EO946_12225	WP_003226427.1	spo0A	-1	2392192	2392996	sporulation transcription factor Spo0A
2359	EO946_RS12230	EO946_12230	WP_032727413.1	NA	-1	2393121	2393301	hypothetical protein
2360	EO946_RS12235	EO946_12235	WP_003226424.1	spoIVB	-1	2393272	2394553	SpoIVB peptidase
2361	EO946_RS12240	EO946_12240	WP_003226422.1	recN	-1	2394726	2396457	DNA repair protein RecN
2362	EO946_RS12245	EO946_12245	WP_003226420.1	argR	-1	2396492	2396942	arginine repressor ArgR
2363	EO946_RS12250	EO946_12250	WP_003226418.1	NA	-1	2397038	2397884	TlyA family RNA methyltransferase
2364	EO946_RS12255	EO946_12255	WP_003226415.1	NA	-1	2397880	2399782	1-deoxy-D-xylulose-5-phosphate synthase
2365	EO946_RS12260	EO946_12260	WP_003226410.1	NA	-1	2399962	2400853	polyprenyl synthetase family protein
2366	EO946_RS12265	EO946_12265	WP_003226409.1	NA	-1	2400842	2401097	exodeoxyribonuclease VII small subunit
2367	EO946_RS12270	EO946_12270	WP_003226406.1	NA	-1	2401093	2402440	exodeoxyribonuclease VII large subunit
2368	EO946_RS12275	EO946_12275	WP_003226403.1	folD	-1	2402578	2403430	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
2369	EO946_RS12280	EO946_12280	WP_003226401.1	nusB	-1	2403441	2403837	transcription antitermination factor NusB
2370	EO946_RS12285	EO946_12285	WP_003226398.1	NA	-1	2404101	2404509	fatty acid biosynthesis protein YqhY
2371	EO946_RS12290	EO946_12290	WP_003226396.1	accC	-1	2404529	2405882	acetyl-CoA carboxylase biotin carboxylase subunit
2372	EO946_RS12295	EO946_12295	WP_003226394.1	accB	-1	2405893	2406376	acetyl-CoA carboxylase biotin carboxyl carrier protein
2373	EO946_RS12300	EO946_12300	WP_003226393.1	NA	-1	2406532	2407189	stage III sporulation ratchet engulfment protein SpoIIIAH
2374	EO946_RS12305	EO946_12305	WP_003226391.1	spoIIIAG	-1	2407189	2407879	stage III sporulation protein AG
2375	EO946_RS12310	EO946_12310	WP_003226389.1	spoIIIAF	-1	2407871	2408492	stage III sporulation protein AF
2376	EO946_RS12315	EO946_12315	WP_003226386.1	spoIIIAE	-1	2408505	2409705	stage III sporulation protein AE
2377	EO946_RS12320	EO946_12320	WP_003230228.1	spoIIIAD	-1	2409723	2410125	stage III sporulation protein AD
2378	EO946_RS12325	EO946_12325	WP_003153142.1	spoIIIAC	-1	2410131	2410338	stage III sporulation protein AC
2379	EO946_RS12330	EO946_12330	WP_003226383.1	NA	-1	2410360	2410876	stage III sporulation protein SpoAB
2380	EO946_RS12335	EO946_12335	WP_003226381.1	spoIIIAA	-1	2410869	2411793	stage III sporulation protein AA
2381	EO946_RS12340	EO946_12340	WP_003226379.1	NA	-1	2411868	2412150	YqhV family protein
2382	EO946_RS12345	EO946_12345	WP_003226377.1	efp	-1	2412299	2412857	elongation factor P
2383	EO946_RS12350	EO946_12350	WP_003226375.1	NA	-1	2412881	2413943	aminopeptidase PapA
2384	EO946_RS12355	EO946_12355	WP_003226373.1	aroQ	-1	2413945	2414386	type II 3-dehydroquinate dehydratase
2385	EO946_RS12360	EO946_12360	WP_079996405.1	NA	-1	2414473	2415010	hypothetical protein
2386	EO946_RS12365	EO946_12365	WP_003226369.1	NA	1	2415235	2416192	DUF1385 domain-containing protein
2387	EO946_RS12370	EO946_12370	WP_003226367.1	NA	1	2416231	2416627	hypothetical protein
2388	EO946_RS12375	EO946_12375	WP_003226364.1	NA	-1	2416623	2417499	patatin-like phospholipase family protein
2389	EO946_RS12380	EO946_12380	WP_003226362.1	mntR	-1	2417623	2418052	transcriptional regulator MntR
2390	EO946_RS12385	EO946_12385	WP_003226361.1	NA	-1	2418151	2418988	octanoyltransferase LipM
2391	EO946_RS12390	EO946_12390	WP_003226359.1	NA	1	2419178	2419559	rhodanese-like domain-containing protein
2392	EO946_RS12395	EO946_12395	WP_003226357.1	NA	-1	2419596	2421063	glycine dehydrogenase subunit 2
2393	EO946_RS12400	EO946_12400	WP_003226355.1	NA	-1	2421055	2422402	aminomethyl-transferring glycine dehydrogenase subunit GcvPA
2394	EO946_RS12405	EO946_12405	WP_003226353.1	gcvT	-1	2422431	2423520	glycine cleavage system aminomethyltransferase GcvT
2395	EO946_RS12410	EO946_12410	WP_003226350.1	NA	1	2423962	2425636	DEAD/DEAH box helicase
2396	EO946_RS12415	EO946_12415	WP_003226349.1	NA	1	2425656	2426451	hypothetical protein
2397	EO946_RS12420	EO946_12420	NA	NA	-1	2426447	2426638	hypothetical protein
2398	EO946_RS12425	EO946_12425	WP_003226347.1	sinI	1	2426636	2426810	DNA-binding anti-repressor SinI
2399	EO946_RS12430	EO946_12430	WP_003226345.1	NA	1	2426843	2427179	transcriptional regulator SinR
2400	EO946_RS12435	EO946_12435	WP_003226340.1	NA	-1	2427272	2428058	biofilm matrix protein TasA
2401	EO946_RS12440	EO946_12440	WP_003226338.1	NA	-1	2428121	2428694	signal peptidase I
2402	EO946_RS12445	EO946_12445	WP_003226335.1	tapA	-1	2428677	2429439	amyloid fiber anchoring/assembly protein TapA
2403	EO946_RS12450	EO946_12450	WP_079996407.1	NA	1	2429707	2430034	YqzG/YhdC family protein
2404	EO946_RS12455	EO946_12455	WP_003226330.1	NA	-1	2430075	2430255	YqzE family protein
2405	EO946_RS12460	EO946_12460	WP_003226328.1	NA	-1	2430326	2430701	competence protein ComG
2406	EO946_RS12465	EO946_12465	WP_032727308.1	NA	-1	2430701	2431085	competence protein ComG
2407	EO946_RS12470	EO946_12470	WP_003226323.1	NA	-1	2431110	2431458	hypothetical protein
2408	EO946_RS12475	EO946_12475	WP_003226321.1	NA	-1	2431441	2431873	hypothetical protein
2409	EO946_RS12480	EO946_12480	WP_003226319.1	NA	-1	2431862	2432159	comG operon protein ComGC
2410	EO946_RS12485	EO946_12485	WP_003226315.1	NA	-1	2432172	2433210	type II secretion system F family protein
2411	EO946_RS12490	EO946_12490	WP_003226312.1	comGA	-1	2433196	2434267	competence protein ComGA
2412	EO946_RS12495	EO946_12495	NA	NA	-1	2434229	2434502	hypothetical protein
2413	EO946_RS12500	EO946_12500	WP_032727412.1	NA	-1	2434479	2434890	CBS domain-containing protein
2414	EO946_RS12505	EO946_12505	WP_003226308.1	NA	-1	2434952	2435906	magnesium transporter
2415	EO946_RS12510	EO946_12510	WP_044428668.1	NA	1	2436049	2437378	HlyC/CorC family transporter
2416	EO946_RS12515	EO946_12515	WP_003226304.1	NA	-1	2437429	2438269	STAS domain-containing protein
2417	EO946_RS12525	EO946_12525	WP_003226302.1	NA	-1	2438494	2438872	transcriptional regulator MgsR
2418	EO946_RS12530	EO946_12530	WP_003226300.1	NA	1	2439104	2439350	DUF2626 domain-containing protein
2419	EO946_RS12535	EO946_12535	WP_003226297.1	NA	-1	2439389	2440025	MBL fold metallo-hydrolase
2420	EO946_RS12540	EO946_12540	WP_003226295.1	NA	1	2440182	2440356	DUF2759 domain-containing protein
2421	EO946_RS12545	EO946_12545	WP_003226294.1	NA	-1	2440387	2440702	MTH1187 family thiamine-binding protein
2422	EO946_RS12550	EO946_12550	WP_003226292.1	NA	-1	2440704	2441760	hypothetical protein
2423	EO946_RS12555	EO946_12555	WP_079996624.1	NA	-1	2441831	2442959	hypothetical protein
2424	EO946_RS12560	EO946_12560	WP_003226288.1	NA	-1	2443041	2444955	LTA synthase family protein
2425	EO946_RS12565	EO946_12565	WP_003226285.1	NA	-1	2445070	2446036	ROK family glucokinase
2426	EO946_RS12570	EO946_12570	WP_003226283.1	NA	-1	2446053	2446263	YqgQ family protein
2427	EO946_RS12575	EO946_12575	WP_003226279.1	NA	-1	2446378	2447899	rhomboid family intramembrane serine protease
2428	EO946_RS12580	EO946_12580	WP_003226278.1	NA	-1	2447987	2448161	hypothetical protein
2429	EO946_RS12585	EO946_12585	WP_003226277.1	NA	-1	2448227	2448791	5-formyltetrahydrofolate cyclo-ligase
2430	EO946_RS12590	EO946_12590	WP_003153056.1	rpmG	-1	2448876	2449026	50S ribosomal protein L33
2431	EO946_RS12595	EO946_12595	WP_003226275.1	NA	-1	2449109	2450189	glycosyltransferase family 4 protein
2432	EO946_RS12600	EO946_12600	WP_003226274.1	NA	-1	2450185	2450656	hypothetical protein
2433	EO946_RS12605	EO946_12605	WP_003226272.1	NA	1	2450835	2451189	hypothetical protein
2434	EO946_RS12610	EO946_12610	WP_003226271.1	NA	1	2451185	2451650	hypothetical protein
2435	EO946_RS12615	EO946_12615	WP_003226269.1	NA	-1	2451681	2452464	phosphate ABC transporter ATP-binding protein
2436	EO946_RS12620	EO946_12620	WP_003226267.1	NA	-1	2452474	2453284	phosphate ABC transporter ATP-binding protein
2437	EO946_RS12625	EO946_12625	WP_003226265.1	pstA	-1	2453305	2454190	phosphate ABC transporter permease PstA
2438	EO946_RS12630	EO946_12630	WP_003226263.1	pstC	-1	2454189	2455119	phosphate ABC transporter permease subunit PstC
2439	EO946_RS12635	EO946_12635	WP_003226261.1	NA	-1	2455187	2456090	phosphate ABC transporter substrate-binding protein
2440	EO946_RS12640	EO946_12640	WP_003226259.1	NA	-1	2456244	2458395	penicillin-binding protein 2
2441	EO946_RS12645	EO946_12645	WP_003226258.1	NA	-1	2458509	2459802	MFS transporter
2442	EO946_RS12650	EO946_12650	WP_003226255.1	NA	-1	2459908	2460517	superoxide dismutase
2443	EO946_RS12655	EO946_12655	WP_003226254.1	NA	-1	2460695	2461178	DUF456 domain-containing protein
