i	locus_tag	old_locus_tag	protein_id	gene	strand	start	end	product
1792	BSU_17160	BSU17160	NP_389596.1	pksH	1	1791192	1791972	enoyl-CoA hydratase for bacillaene biosynthesis
1793	BSU_17170	BSU17170	NP_389597.2	pksI	1	1792011	1792761	decarboxylase involved in bacillaene synthesis
1794	BSU_17180	BSU17180	NP_389598.3	pksJ	1	1792805	1807937	polyketide synthase of type I involved in nonribosomal synthesis of bacillaene
1795	BSU_17190	BSU17190	NP_389600.3	pksL	1	1807920	1821537	polyketide synthase of type I (bacillaene synthesis)
1796	BSU_17200	BSU17200	NP_389601.3	pksM	1	1821552	1834341	trans AT polyketide synthase of type I involved in bacillaene synthesis
1797	BSU_17210	BSU17210	NP_389602.3	pksN	1	1834408	1850875	trans AT polyketide synthase of type I involved in bacillaene synthesis
1798	BSU_17220	BSU17220	NP_389604.2	pksR	1	1850889	1858521	trans AT polyketide synthase involved in nonribosomal synthesis of bacillaene
1799	BSU_17230	BSU17230	NP_389605.2	pksS	-1	1858565	1859783	cytochrome P450 of bacillaene metabolism
1800	BSU_17240	BSU17240	NP_389606.3	ymzB	-1	1860013	1860370	conserved protein of unknown function involved in ethanol resistance
1801	BSU_17250	BSU17250	NP_389607.2	ymaE	-1	1860448	1861273	putative hydrolase
1802	BSU_17260	BSU17260	NP_389608.1	aprX	-1	1861383	1862712	alkaline serine protease
1803	BSU_17266	BSU17266	NA	ymzEn	1	1862936	1862993	conserved hypothetical protein; N-terminal part of YmzE
1804	BSU_17267	BSU17267	NA	ymzEc	1	1862991	1863168	conserved hypothetical protein; C-terminal part of YmzE
1805	BSU_17270	BSU17270	NP_389609.1	pghC	1	1863447	1864155	gamma-polyglutamate hydrolase (phage origin)
1806	BSU_17280	BSU17280	NP_389610.1	ymaD	1	1864224	1864677	putative peroxiredoxin-related protein
1807	BSU_17290	BSU17290	NP_389611.1	ebrB	-1	1864690	1865044	small toxic metabolite efflux transporter subunit
1808	BSU_17300	BSU17300	NP_389612.1	ebrA	-1	1865057	1865375	small toxic metabolite efflux transporter subunit
1809	BSU_17310	BSU17310	NP_389613.2	ymaG	-1	1865511	1865787	inner spore coat protein; cell wall associated protein
1810	BSU_17320	BSU17320	NP_389614.2	ymaF	1	1865875	1866289	putative sporulation-related protein of unknown function
1811	BSU_17330	BSU17330	NP_389615.2	miaA	1	1866388	1867333	tRNA isopentenylpyrophosphate transferase
1812	BSU_17340	BSU17340	NP_389616.1	hfq	1	1867372	1867594	Hfq RNA chaperone
1813	BSU_17350	BSU17350	NP_389617.1	ymzC	1	1867789	1868062	conserved protein of unknown function
1814	BSU_17360	BSU17360	NP_389618.1	ymzA	1	1868143	1868374	conserved hypothetical protein
1815	BSU_17370	BSU17370	NP_389619.1	nrdI	1	1868616	1869009	co-factor of ribonucleotide diphosphate reductase
1816	BSU_17380	BSU17380	NP_389620.1	nrdE	1	1868968	1871071	ribonucleoside-diphosphate reductase (major subunit)
1817	BSU_17390	BSU17390	NP_389621.1	nrdF	1	1871088	1872078	ribonucleoside-diphosphate reductase (minor subunit)
1818	BSU_17400	BSU17400	NP_389622.1	ymaB	1	1872127	1872748	putative cofactor involved in deoxyribonucleotide synthesis
1819	BSU_17410	BSU17410	NP_389623.2	cwlC	-1	1872811	1873579	N-acetylmuramoyl-L-alanine amidase (sporulation-specific)
1820	BSU_17420	BSU17420	NP_389624.2	spoVK	1	1874202	1875171	mother cell sporulation ATPase
1821	BSU_17430	BSU17430	NP_389625.2	hflX	1	1875303	1876566	ribosome-splitting GTPase (also ATPase, rescuing stalled ribosomes, E-site binding)
1822	BSU_17440	BSU17440	NP_389626.2	ynbB	1	1876583	1877849	putative C-S lyase
1823	BSU_17450	BSU17450	NP_389627.1	glnR	1	1877958	1878366	transcriptional regulator (nitrogen metabolism)
1824	BSU_17460	BSU17460	NP_389628.1	glnA	1	1878424	1879759	glutamine synthetase
1825	BSU_17470	BSU17470	NP_389629.1	ynxB	1	1880086	1880377	putative phage protein; defective, phage region
1826	BSU_17480	BSU17480	NP_389630.1	ynzF	1	1880622	1880967	putative phage protein; defective phage region
1827	BSU_17490	BSU17490	NP_389631.1	ynzG	1	1881097	1881349	putative phage protein; defective phage region
1828	BSU_17500	BSU17500	NP_389632.2	ynaB	1	1881535	1881970	putative phage protein; defective phage region
1829	BSU_17510	BSU17510	NP_389633.1	ynaC	1	1882039	1882831	conserved hypothetical protein; defective phage region
1830	BSU_17520	BSU17520	NP_389634.1	ynaD	1	1883165	1883678	putative N-acetyltransferase; putative phage region
1831	BSU_17530	BSU17530	NP_389635.1	ynaE	1	1884237	1884879	conserved hypothetical protein
1832	BSU_17540	BSU17540	NP_389636.1	ynaF	1	1884967	1885321	conserved hypothetical protein; defective phage region
1833	BSU_17550	BSU17550	NP_389637.1	ynaG	1	1885364	1885640	conserved hypothetical protein; defective phage region
1834	BSU_17559	BSU17559	YP_003097730.1	ynzI	1	1885752	1885917	conserved hypothetical protein; defective phage region
1835	BSU_17560	BSU17560	NP_389638.3	ynaI	1	1886056	1886527	conserved hypothetical protein; defective phage region
1836	BSU_17570	BSU17570	NP_389639.2	xynP	1	1887351	1888743	H+-xyloside symporter
1837	BSU_17580	BSU17580	NP_389640.2	xynB	1	1888773	1890375	xylan beta-1,4-xylosidase
1838	BSU_17590	BSU17590	NP_389641.3	xylR	-1	1890511	1891666	transcriptional regulator
1839	BSU_17600	BSU17600	NP_389642.2	xylA	1	1891907	1893245	xylose isomerase
1840	BSU_17610	BSU17610	NP_389643.1	xylB	1	1893395	1894895	xylulose kinase
1841	BSU_17620	BSU17620	NP_389644.1	yncB	-1	1895377	1896013	DNA nuclease, lipoprotein (phage origin)
1842	BSU_17630	BSU17630	NP_389645.2	yncC	1	1896423	1897839	putative sugar transporter
1843	BSU_17640	BSU17640	NP_389646.1	alrB	-1	1897940	1899125	alanine racemase (minor activity)
1844	BSU_17650	BSU17650	NP_389648.2	yncE	1	1899588	1900050	putative prophage protein
1845	BSU_17660	BSU17660	NP_389649.1	dutA	1	1900079	1900514	deoxyuridine 5'-triphosphate pyrophosphatase (phage origin)
1846	BSU_17670	BSU17670	NP_389650.1	cotU	-1	1901116	1901377	spore coat protein
1847	BSU_17678	BSU17678	NA	ynzJ	1	1901611	1901737	hypothetical protein (putative phage origin)
1848	BSU_17679	BSU17679	YP_009513957.1	NA	1	1901780	1901945	conserved hypothetical protein from phage origin
1849	BSU_17680	BSU17680	NP_389651.1	thyA	1	1902218	1903058	thymidylate synthase A (phage origin)
1850	BSU_17689	BSU17689	YP_009513958.1	NA	-1	1903180	1903468	conserved protein of unknown function
1851	BSU_17690	BSU17690	NP_389652.2	yncM	-1	1903510	1904233	conserved exported protein
1852	BSU_17699	BSU17699	YP_003097731.1	ynzK	-1	1904392	1904749	putative membrane protein of unknown function (phage origin)
1853	BSU_17700	BSU17700	NP_389653.2	cotC	-1	1904994	1905195	spore coat protein (outer)
1854	BSU_17710	BSU17710	NP_389654.1	tatAC	-1	1905369	1905558	component of the twin-arginine pre-protein translocation pathway
1855	BSU_17715	BSU17715	YP_009513959.1	NA	1	1905636	1905774	hypothetical protein
1856	BSU_17720	BSU17720	NP_389655.1	yndA	1	1905808	1906207	putative exported protein of unknown function
1857	BSU_17730	BSU17730	NP_389656.1	flvS	-1	1906271	1906706	regulator of stress-related ATPase (flavonoid-sensing)
1858	BSU_17740	BSU17740	NP_389657.2	ynzB	1	1907012	1907201	conserved protein involved in spore germination
1859	BSU_17750	BSU17750	NP_389658.1	yndD	1	1907493	1909056	spore germination receptor subunit
1860	BSU_17760	BSU17760	NP_389659.1	yndE	1	1909085	1910177	putative spore germination integral inner membrane protein
1861	BSU_17770	BSU17770	NP_389660.1	yndF	1	1910166	1911381	putative spore germination lipoprotein
1862	BSU_17780	BSU17780	NP_389661.1	yndG	1	1911527	1912334	conserved hypothetical protein
1863	BSU_17790	BSU17790	NP_389662.1	yndH	1	1912338	1912956	conserved protein of unknown function
1864	BSU_17800	BSU17800	NP_389663.1	yndJ	1	1912952	1914593	putative integral inner membrane protein
1865	BSU_17810	BSU17810	NP_389664.1	yndK	1	1914629	1914995	putative phage/plasmid replication protein
1866	BSU_17820	BSU17820	NP_389665.1	pghL	1	1915220	1915979	phage gamma-polyglutamate hydrolase
1867	BSU_17830	BSU17830	NP_389666.1	yndM	-1	1916005	1916545	putative integral inner membrane protein
1868	BSU_17840	BSU17840	NP_389667.1	fosB	1	1916662	1917097	magnesium-dependent bacillithiol-transferase
1869	BSU_17845	BSU17845	YP_009513960.1	yzzP	1	1916954	1917302	conserved protein of unknown function
1870	BSU_17850	BSU17850	NP_389668.1	lexA	-1	1917638	1918256	transcriptional repressor of the SOS regulon
1871	BSU_17860	BSU17860	NP_389669.1	dinK	1	1918405	1918723	cell division inhibitor
1872	BSU_17870	BSU17870	NP_389670.1	dinL	1	1918741	1919395	putative site-specific recombinase, resolvase
1873	BSU_17880	BSU17880	NP_389671.1	ynzC	1	1919458	1919692	conserved protein of unknown function
1874	BSU_17890	BSU17890	NP_389672.1	tktA	1	1919860	1921864	transketolase
1875	BSU_17900	BSU17900	NP_389673.1	pcfA	1	1922016	1922463	factor controlling DNA replication
1876	BSU_17910	BSU17910	NP_389674.1	yneF	1	1922548	1922767	putative acyltransferase
1877	BSU_17920	BSU17920	NP_389675.1	spo0D	-1	1922840	1923014	Spo0A-P phosphatase
1878	BSU_17930	BSU17930	NP_389676.1	ccdA	1	1923233	1923941	cytochrome c-type biogenesis protein CcdA; thiol-disulfide oxido-reductase
1879	BSU_17940	BSU17940	NP_389677.1	yneI	1	1924029	1924392	putative response regulator (CheY homolog)
1880	BSU_17950	BSU17950	NP_389678.1	yneJ	1	1924470	1924962	putative integral inner membrane protein
1881	BSU_17960	BSU17960	NP_389679.1	yneK	-1	1924992	1925421	factor interacting with DynA
1882	BSU_17970	BSU17970	NP_389680.1	cotM	-1	1925654	1926047	spore coat protein (outer)
1883	BSU_17980	BSU17980	NP_389681.1	sspP	-1	1926127	1926274	small acid-soluble spore protein
1884	BSU_17990	BSU17990	NP_389682.1	sspO	-1	1926305	1926452	small acid-soluble spore protein
1885	BSU_18000	BSU18000	NP_389683.1	citB	1	1926679	1929409	aconitate hydratase (bifunctional aconitase)
1886	BSU_18010	BSU18010	NP_389684.1	yneN	1	1929480	1929993	putative membrane-bound proteins with a thioredoxin-like domain
1887	BSU_18019	BSU18019	YP_003097732.1	ynzL	1	1930073	1930199	conserved hypothetical protein
1888	BSU_18020	BSU18020	YP_054579.2	sspN	1	1930263	1930410	small acid-soluble spore protein
1889	BSU_18030	BSU18030	NP_389685.1	sspT	1	1930446	1930698	small acid-soluble spore protein (thioredoxin-like protein)
1890	BSU_18040	BSU18040	YP_054580.1	yneP	1	1930833	1931199	acyl-CoA thioesterase
1891	BSU_18050	BSU18050	NP_389687.1	yneQ	1	1931214	1931514	conserved hypothetical protein
1892	BSU_18060	BSU18060	NP_389688.1	yneR	-1	1931544	1931832	conserved hypothetical protein
1893	BSU_18070	BSU18070	NP_389689.1	plsY	-1	1931919	1932501	acylphosphate:glycerol-3-phosphate O-acyltransferase
1894	BSU_18080	BSU18080	NP_389690.1	yneT	1	1932670	1933078	putative acyl-CoA-binding protein
1895	BSU_18090	BSU18090	NP_389691.2	parE	1	1933476	1935444	subunit B of DNA topoisomerase IV (ATP-dependent)
1896	BSU_18100	BSU18100	NP_389692.2	parC	1	1935447	1937868	subunit A of DNA topoisomerase IV (ATP-dependent)
1897	BSU_18109	BSU18109	NA	ynfCc	-1	1937914	1938091	conserved hypothetical protein (C-terminus)
1898	BSU_18110	BSU18110	NA	ynfCn	-1	1938065	1938476	conserved hypothetical protein
1899	BSU_18120	BSU18120	NP_389694.1	alsT	1	1938924	1940322	H+/Na+:nitrogen-donor aminoacid symporter
1900	BSU_18130	BSU18130	NP_389695.2	eglS	1	1940624	1942124	endo-1,4-beta-glucanase
1901	BSU_18140	BSU18140	NP_389696.1	ynfE	1	1942191	1942455	conserved hypothetical protein
1902	BSU_18150	BSU18150	NP_389697.1	xynC	-1	1942713	1943982	secreted endo-xylanase
1903	BSU_18160	BSU18160	NP_389698.1	xynD	-1	1944112	1945654	arabinoxylan arabinofuranohydrolase
1904	BSU_18170	BSU18170	NP_389699.1	yngA	1	1946248	1946695	putative conserved membrane protein possibly involved in arabinogalactan metabolism
1905	BSU_18180	BSU18180	NP_389700.1	yngB	1	1946701	1947595	putative UTP-glucose-1-phosphate uridylyltransferase
1906	BSU_18190	BSU18190	NP_389701.1	yngC	1	1947667	1948264	putative integral inner membrane protein, phosphatase or phosphate isomerase
1907	BSU_18200	BSU18200	NP_389702.1	nrnB	-1	1948312	1949512	oligoribonuclease (nanoRNase)
1908	BSU_18210	BSU18210	NP_389703.2	ldeE	-1	1949681	1951217	methylcrotonoyl-CoA carboxylase subunit (leucine degradation)
1909	BSU_18220	BSU18220	NP_389704.1	ldeF	-1	1951227	1952010	methylglutaconyl-CoA hydratase (leucine degradation)
1910	BSU_18230	BSU18230	NP_389705.1	ldeG	-1	1952030	1952930	hydroxymethylglutaryl-CoA lyase (leucine degradation)
1911	BSU_18239	BSU18239	YP_003097733.1	lgeHB	-1	1952944	1953166	methylcrotonyl-CoA carboxylase; biotinylated subunit (leucine degradation)
1912	BSU_18240	BSU18240	NP_389706.1	ldeHA	-1	1953180	1954515	biotin carboxylase for subunit LdeHB of methylcrotonyl-CoA carboxylase
1913	BSU_18250	BSU18250	NP_389707.1	ldeI	-1	1954524	1956174	acetoacetyl-CoA synthetase
1914	BSU_18260	BSU18260	NP_389708.1	ldeJ	-1	1956217	1957360	isovaleryl-CoA dehydrogenase (leucine degradation)
1915	BSU_18270	BSU18270	NP_389709.1	ynzE	-1	1957450	1957756	conserved hypothetical protein
1916	BSU_18275	BSU18275	YP_009513961.1	NA	-1	1957745	1957919	conserved protein of unknown function
1917	BSU_18280	BSU18280	NP_389710.1	yngK	-1	1958026	1959559	putative exported glycoside hydrolase
1918	BSU_18290	BSU18290	NP_389711.1	yngL	-1	1959694	1960087	putative integral inner membrane protein
1919	BSU_18300	BSU18300	NP_389712.1	ppsE	-1	1960197	1964037	nonribosomal plipastatin synthetase E
1920	BSU_18310	BSU18310	NP_389713.2	ppsD	-1	1964044	1974856	nonribosomal plipastatin synthetase D involved in synthesis of plipastatin
1921	BSU_18320	BSU18320	NP_389714.1	ppsC	-1	1974880	1982548	non-ribosomal plipastatin synthetase C involved in synthesis of plipastatin
1922	BSU_18330	BSU18330	NP_389715.1	ppsB	-1	1982564	1990247	nonribosomal plipastatin synthetase B involved in synthesis of plipastatin
1923	BSU_18340	BSU18340	NP_389716.2	ppsA	-1	1990271	1997957	non-ribosomal plipastatin synthetase A involved in synthesis of plipastatin
1924	BSU_18350	BSU18350	NP_389717.1	dacC	-1	1998339	1999815	D-alanyl-D-alanine carboxypeptidase
1925	BSU_18360	BSU18360	NP_389718.1	galM	-1	1999848	2000826	aldose 1-epimerase
1926	BSU_18370	BSU18370	NP_389719.2	yoeA	-1	2000959	2002351	putative Na+-driven efflux transporter
1927	BSU_18380	BSU18380	NP_389720.2	iseA	1	2002636	2003182	inhibitor of DL-endopeptidases involved in cell-separation
1928	BSU_18390	BSU18390	NP_389721.2	yoeC	-1	2003400	2003946	putative bacteriophage integrase
1929	BSU_18400	BSU18400	NP_389722.1	yoeD	-1	2004261	2004492	putative excisionase
1930	BSU_18410	BSU18410	NP_389723.1	ggt	1	2004676	2006440	membrane bound gamma-glutamyltranspeptidase
1931	BSU_18420	BSU18420	NP_389724.1	ftsR	-1	2006540	2007398	transcriptional regulator (LysR family)
1932	BSU_18430	BSU18430	NP_389725.1	yogA	1	2007525	2008515	putative oxidoreductase
1933	BSU_18440	BSU18440	NP_389726.2	gltB	-1	2008571	2010053	glutamate synthase (small subunit, NADP-dependent)
1934	BSU_18450	BSU18450	NP_389727.2	gltA	-1	2010069	2014632	glutamate synthase (large subunit, NADP-dependent)
1935	BSU_18460	BSU18460	NP_389728.2	gltC	1	2014778	2015681	transcriptional regulator (LysR family) (GltC-glutamate)
1936	BSU_18470	BSU18470	NP_389729.1	proJ	-1	2015732	2016848	glutamate 5-kinase
1937	BSU_18480	BSU18480	NP_389730.2	proH	-1	2016844	2017738	pyrroline-5-carboxylate reductase
1938	BSU_18490	BSU18490	NP_389731.1	rtp	-1	2017885	2018254	replication terminator protein
1939	BSU_18500	BSU18500	NP_389732.1	yoxD	-1	2018553	2019270	putative oxido-reductase
1940	BSU_18510	BSU18510	NP_389733.1	yoxC	1	2019420	2019726	transition-dependent and sulfur-related metabolism protein
1941	BSU_18520	BSU18520	NP_389734.1	yoxB	1	2019796	2020567	conserved protein of unknown function
1942	BSU_18530	BSU18530	NP_389735.2	yoaA	1	2020610	2021144	putative N-acetyltransferase
1943	BSU_18540	BSU18540	NP_389736.1	yoaB	-1	2021222	2022467	negatively charged metabolite transporter
1944	BSU_18550	BSU18550	NP_389737.1	yoaC	-1	2022560	2024024	hydroxylated metabolite kinase
1945	BSU_18560	BSU18560	NP_389738.1	yoaD	-1	2024041	2025076	putative 2-hydroxyacid dehydrogenase
1946	BSU_18570	BSU18570	NP_389739.2	yoaE	1	2025399	2027442	molybdopterin cofactor oxido-reductase
1947	BSU_18580	BSU18580	NP_389740.1	yoaF	1	2027508	2027802	conserved protein of unknown function
1948	BSU_18590	BSU18590	NP_389741.1	yoaG	-1	2028174	2028579	putative phage-related membrane protein
1949	BSU_18595	BSU18595	YP_009513962.1	NA	-1	2028664	2028784	hypothetical protein
1950	BSU_18596	BSU18596	YP_009513963.1	NA	1	2028853	2028976	conserved hypothetical protein
1951	BSU_18600	BSU18600	YP_054581.1	yozQ	1	2029019	2029313	putative sporulation protein
1952	BSU_18610	BSU18610	NP_389742.2	yoaH	-1	2029428	2031114	putative methyl-accepting chemotaxis protein
1953	BSU_18620	BSU18620	NP_389743.2	yoaI	1	2031438	2032890	putative 4-hydroxyphenylacetate-3-hydroxylase
1954	BSU_18630	BSU18630	NP_389744.1	exlX	-1	2032926	2033625	extracellular endoglucanase precursor (expansin)
1955	BSU_18640	BSU18640	NP_389745.1	yoaK	-1	2033894	2034572	putative membrane protein
1956	BSU_18650	BSU18650	NP_389746.1	pelB	1	2034744	2035782	endo-pectin lyase
1957	BSU_18660	BSU18660	NP_389747.1	yoaM	1	2036038	2036722	putative SOS response associated protein; defective prophage 6
1958	BSU_18669	BSU18669	YP_003097734.1	yozS	-1	2037062	2037368	putative permease, phage-related; defective prophage 6
1959	BSU_18670	BSU18670	NP_389748.1	oxdD	-1	2037600	2038779	oxalate decarboxylase (Mn2+-dependent); spore constituent
1960	BSU_18680	BSU18680	NP_389749.1	yoaO	-1	2038901	2039390	conserved protein of unknown function
1961	BSU_18689	BSU18689	YP_009513964.1	NA	-1	2039414	2039570	hypothetical protein
1962	BSU_18690	BSU18690	NP_389750.1	yoaP	-1	2039609	2040365	conserved hypothetical protein
1963	BSU_18700	BSU18700	NP_389751.1	yoaQ	1	2040672	2041029	conserved hypothetical protein
1964	BSU_18709	BSU18709	YP_003097735.1	yozT	-1	2040987	2041227	conserved hypothetical protein (putative phage origin); putative defective prophage 6
1965	BSU_18710	BSU18710	NP_389752.2	yozF	-1	2041329	2041827	putative lipoprotein
1966	BSU_18720	BSU18720	NP_389753.1	yoaR	-1	2041927	2042839	putative factor for cell wall maintenance or synthesis
1967	BSU_18730	BSU18730	NP_389754.1	yoaS	1	2043185	2043668	putative toxin of a toxin / antitoxin system
1968	BSU_18740	BSU18740	NP_389755.1	yozG	1	2043677	2043932	putative antitoxin of a toxin / antitoxin system; putative transcriptional regulator
1969	BSU_18750	BSU18750	NP_389756.1	yoaT	1	2044037	2044832	putative integral inner membrane protein
1970	BSU_18760	BSU18760	NP_389757.1	yoaU	-1	2044955	2045828	putative transcriptional regulator (LysR family)
1971	BSU_18770	BSU18770	NP_389758.1	yoaV	1	2045928	2046807	putative modified amino acid or TCA compound efflux permease
1972	BSU_18780	BSU18780	NP_389759.1	yoaW	-1	2046979	2047411	biofilm forming exported protein
1973	BSU_18790	BSU18790	NP_389760.1	yoaZ	-1	2047674	2048307	putative factor of the oxidative stress response
1974	BSU_18800	BSU18800	NP_389761.1	penP	1	2048532	2049453	beta-lactamase precursor (putative hydrolase)
1975	BSU_18810	BSU18810	NP_389762.1	yobA	-1	2049949	2050312	hypothetical protein
1976	BSU_18819	BSU18819	NA	yozU	-1	2050372	2050585	putative phage protein
1977	BSU_18820	BSU18820	NP_389763.1	yobB	1	2050688	2050952	putative transcriptional regulator from bacteriophage; putative defective prophage 6
1978	BSU_18830	BSU18830	NP_389764.1	yppS	-1	2051328	2053929	putative PEP-dependent enzyme
1979	BSU_18840	BSU18840	NP_389765.1	xynA	-1	2054598	2055240	secreted endo-1,4-beta-xylanase
1980	BSU_18849	BSU18849	YP_003097736.1	yozV	-1	2055867	2056107	putative phage protein; putative defective prophage 6
1981	BSU_18850	BSU18850	NP_389766.1	yobD	1	2056277	2056616	transcriptional regulator (phage-related, Xre family); putative defective prophage 6
1982	BSU_18860	BSU18860	NP_389767.2	yozH	-1	2056649	2057006	hypothetical protein; putative defective prophage 6
1983	BSU_18870	BSU18870	NP_389768.1	yozI	1	2057213	2057579	conserved hypothetical protein; putative defective prophage 6
1984	BSU_18880	BSU18880	NP_389769.1	yobE	1	2057800	2058460	putative SOS response associated phage protein; putative defective prophage 6
1985	BSU_18890	BSU18890	NP_389770.1	yobF	-1	2058714	2059638	conserved hypothetical protein
1986	BSU_18898	BSU18898	YP_003097737.1	yozW	-1	2059690	2059864	hypothetical protein; putative defective prophage 6
1987	BSU_18899	BSU18899	YP_003097738.1	yozX	1	2060008	2060233	putative phage protein; putative defective prophage 6
1988	BSU_18900	BSU18900	NP_389771.1	yozJ	-1	2060236	2060692	hypothetical protein
1989	BSU_18908	BSU18908	YP_003097739.1	yozY	1	2060816	2061077	putative transcriptional regulator from bacteriophage; putative defective prophage 6
1990	BSU_18909	BSU18909	NA	yozZ	1	2061854	2061995	putative phage holin (fragment)
1991	BSU_18910	BSU18910	NP_389772.1	rapK	1	2062149	2063265	response regulator aspartate phosphatase
1992	BSU_18920	BSU18920	NP_389773.1	phrK	1	2063261	2063384	secreted regulator of the activity of phosphatase RapK
1993	BSU_18930	BSU18930	NA	yobHc	-1	2063509	2064163	fragment of putative DNA phage repair protein; putative defective prophage 6
1994	BSU_18940	BSU18940	NA	yobHm	-1	2064199	2064547	putative phage DNA repair protein fragment; putative defective prophage 6
1995	BSU_18950	BSU18950	NP_389776.1	yozL	-1	2064539	2064833	conserved hypothetical protein of phage origin; putative defective prophage 6
1996	BSU_18960	BSU18960	NP_389777.1	yozM	1	2065041	2065377	putative bacteriophage protein; putative defective prophage 6
1997	BSU_18970	BSU18970	NP_389778.1	yobI	-1	2065423	2069029	putative phage repair NTPase with transmembrane helices; putative defective prophage 6
1998	BSU_18979	BSU18979	NA	yoyA	-1	2069261	2069561	putative fragment of phage protein; putative defective prophage 6
1999	BSU_18978	BSU18978	YP_009513965.1	bsrE	1	2069882	2069975	type I toxin (BsrE/AsrE)
2000	BSU_18980	BSU18980	NP_389779.1	yobJ	-1	2070243	2071086	conserved protein of unknown function; putative defective prophage 6
2001	BSU_18990	BSU18990	NP_389780.1	rttM	-1	2071285	2071744	antitoxin inhibiting Rnase RttL
2002	BSU_19000	BSU19000	NP_389781.1	rttL	-1	2071753	2073556	phage toxin ribonuclease; putative defective prophage 6
2003	BSU_19010	BSU19010	NP_389782.3	yobM	-1	2073657	2074215	putative phage protein; putative defective prophage 6
2004	BSU_19020	BSU19020	NP_389783.2	yobN	1	2074342	2075779	putative amine oxidase (flavoprotein)
2005	BSU_19030	BSU19030	NP_389784.1	yobO	1	2076205	2078626	putative phage-related pre-neck appendage protein; defective prophage 6
2006	BSU_19040	BSU19040	NP_389785.1	csaA	-1	2079213	2079546	molecular chaperone for secreting proteins
2007	BSU_19050	BSU19050	NP_389786.1	yobQ	-1	2079610	2080336	putative transcriptional regulator (AraC/XylS family)
2008	BSU_19060	BSU19060	NP_389787.1	yobR	-1	2080350	2081094	putative acetyltransferase
2009	BSU_19070	BSU19070	NP_389788.1	yobS	-1	2081171	2081747	putative transcriptional regulator
2010	BSU_19080	BSU19080	NP_389789.1	yobT	-1	2081752	2082454	putative metal-dependent hydrolase
2011	BSU_19090	BSU19090	NP_389790.1	yobU	-1	2082530	2083013	putative effector of transcriptional regulator
2012	BSU_19100	BSU19100	NP_389791.1	yobV	-1	2083066	2084008	putative transcriptional regulator
2013	BSU_19110	BSU19110	NP_389792.1	yobW	1	2084213	2084759	mother cell-specific membrane sporulation protein
2014	BSU_19120	BSU19120	NP_389793.1	czrA	-1	2084785	2085109	transcriptional regulator (multiple metal-sensing ArsR-SmtB transcriptional repressor favouring Zn2+)
2015	BSU_19130	BSU19130	NP_389794.1	yocA	1	2085302	2085980	putative murein fragments glycosidase
2016	BSU_19140	BSU19140	NP_389795.1	yozB	-1	2086069	2086606	putative integral inner membrane protein
2017	BSU_19150	BSU19150	NP_389796.1	yocB	-1	2086742	2087525	conserved protein of unknown function
2018	BSU_19160	BSU19160	NP_389797.1	yocC	1	2087695	2088193	conserved protein of unknown function
2019	BSU_19170	BSU19170	NP_389798.1	yocD	1	2088256	2089234	putative carboxypeptidase; aminoacid adenylate hydrolase (microcin resistance)
2020	BSU_19180	BSU19180	NP_389799.1	desE	1	2089395	2090454	fatty acid desaturase
2021	BSU_19190	BSU19190	NP_389800.1	desK	1	2090573	2091686	two-component thermosensor histidine kinase [DesR-DesK]
2022	BSU_19200	BSU19200	NP_389801.1	desR	1	2091704	2092304	two-component response regulator [DesK]
2023	BSU_19210	BSU19210	NP_389802.1	walL	-1	2092898	2093762	exported cell wall lytic enzyme
2024	BSU_19220	BSU19220	NP_389803.1	recQ	-1	2094009	2095785	ATP-dependent helicase
2025	BSU_19230	BSU19230	NP_389804.1	azoJ	-1	2096349	2096976	FMN-dependent NADH-azoreductase
2026	BSU_19240	BSU19240	NP_389805.2	yocK	-1	2097125	2097617	putative general stress protein
2027	BSU_19250	BSU19250	NP_389806.1	yocL	-1	2097691	2098024	conserved protein of unknown function
2028	BSU_19259	BSU19259	YP_003097740.1	yoyB	1	2098101	2098329	conserved protein of unknown function
2029	BSU_19260	BSU19260	NP_389808.1	yocM	-1	2098315	2098792	putative chaperone
2030	BSU_19270	BSU19270	NP_389809.1	yozN	1	2098858	2099122	conserved protein of unknown function (mother cell in sporulation)
2031	BSU_19280	BSU19280	NP_389810.1	yocN	1	2099126	2099360	conserved protein of unknown function (sporulation-related)
2032	BSU_19290	BSU19290	NP_389811.1	yozO	-1	2099445	2099790	conserved hypothetical phage protein
2033	BSU_19300	BSU19300	NP_389812.1	yozC	-1	2100146	2100350	conserved hypothetical protein
2034	BSU_19310	BSU19310	NP_389813.1	dhaS	1	2100579	2102067	3-hydroxypropionaldehyde dehydrogenase
2035	BSU_19320	BSU19320	NP_389814.2	sqhC	1	2102167	2104066	squalene-hopene cyclase, sporulenol synthase (spore protection)
2036	BSU_19330	BSU19330	NP_389815.1	sodF	1	2104055	2104901	superoxide dismutase (Fe2+-dependent)
2037	BSU_19340	BSU19340	NP_389816.1	yocR	-1	2104933	2106271	putative sodium-dependent transporter
2038	BSU_19350	BSU19350	NP_389817.1	yocS	1	2106489	2107455	putative sodium-dependent symporter
2039	BSU_19360	BSU19360	NP_389818.2	odhB	-1	2107504	2108758	2-oxoglutarate dehydrogenase complex (dihydrolipoamide transsuccinylase, E2 subunit)
2040	BSU_19370	BSU19370	NP_389819.3	odhA	-1	2108773	2111608	2-oxoglutarate dehydrogenase (E1 subunit)
